Age,Gender,Job_Role,Working_Hours_Per_Day,Number_of_Projects,Sleep_Hours,Work_Life_Balance_Score,Stress_Level,Overtime_Hours,Years_of_Experience,Satisfaction_Level,Remote_or_Onsite,Burnout_Risk
49,Female,Data Analyst,7.1,2,7.8,8.0,2.4,1.4,12.1,7.2,Hybrid,Medium
31,Female,Sales Executive,11.3,3,3.0,6.8,6.6,12.2,4.9,7.0,Remote,High
54,Male,Sales Executive,5.4,4,8.4,9.2,1.0,0.0,20.9,10.0,Remote,Low
28,Male,Customer Support,9.6,5,7.2,9.0,2.2,3.8,5.4,9.2,Onsite,Medium
41,Female,Sales Executive,9.6,6,8.9,9.2,1.0,2.0,10.3,8.8,Remote,Low
57,Female,Product Manager,12.4,2,4.1,1.0,8.3,17.8,23.6,6.0,Remote,High
40,Female,Marketing Executive,9.5,3,7.7,6.6,2.9,4.2,13.7,7.7,Hybrid,Medium
27,Male,Product Manager,6.3,5,7.5,8.7,1.0,0.0,3.8,9.9,Onsite,Low
29,Male,Sales Executive,5.9,5,9.3,9.8,1.0,0.0,2.5,9.5,Onsite,Low
42,Male,Customer Support,5.3,4,7.6,9.8,3.3,0.0,8.0,10.0,Remote,Low
43,Male,Marketing Executive,6.4,1,8.8,10.0,1.0,0.0,5.2,10.0,Remote,Low
43,Male,HR Specialist,9.7,1,8.0,8.4,1.7,1.5,12.2,9.3,Onsite,Low
34,Male,Sales Executive,7.2,4,8.2,9.5,2.3,0.0,10.6,10.0,Remote,Low
46,Female,Marketing Executive,7.8,6,6.9,9.3,1.0,3.6,15.1,9.1,Onsite,Low
33,Other,Finance Analyst,7.9,4,8.6,10.0,1.0,0.0,7.2,10.0,Hybrid,Low
22,Female,Sales Executive,9.1,4,7.5,10.0,2.1,0.9,0.7,9.0,Remote,Medium
37,Female,Data Analyst,9.1,3,6.9,6.8,1.8,3.4,7.2,7.3,Remote,High
54,Female,Finance Analyst,9.8,4,7.7,8.8,1.0,1.8,23.0,10.0,Onsite,Low
32,Female,Operations Manager,6.3,4,7.8,10.0,3.3,0.0,2.4,10.0,Onsite,Low
27,Male,Marketing Executive,8.0,2,8.9,10.0,1.0,0.0,2.7,10.0,Onsite,Low
28,Male,Data Analyst,6.3,2,7.8,10.0,1.0,0.0,2.4,7.5,Onsite,Low
27,Male,Designer,8.3,2,7.0,8.4,1.0,3.6,2.8,8.9,Onsite,Low
23,Male,Product Manager,7.0,3,9.5,9.5,1.0,0.0,1.2,10.0,Onsite,Low
28,Male,Operations Manager,5.2,4,7.8,9.6,1.0,0.0,2.9,9.9,Hybrid,Low
58,Female,HR Specialist,10.4,2,4.3,4.6,1.3,10.0,14.5,7.9,Remote,High
48,Male,HR Specialist,6.4,2,9.1,9.7,1.0,0.0,17.9,,Onsite,Low
53,Male,Finance Analyst,8.8,3,8.4,7.9,1.4,2.8,15.5,8.2,Onsite,Medium
59,Male,Designer,8.4,3,6.7,8.6,1.2,1.9,17.8,10.0,Onsite,Low
56,Male,Operations Manager,8.1,1,6.4,8.7,1.0,3.6,18.1,9.1,Onsite,Medium
21,Female,Data Analyst,10.7,4,5.4,4.9,5.0,7.0,0.0,7.4,Remote,High
30,Male,Operations Manager,7.7,5,8.0,9.3,1.2,0.0,4.7,9.7,Hybrid,Low
46,Male,Sales Executive,9.2,2,7.6,7.0,2.8,3.6,15.8,8.4,Remote,Medium
56,Female,Sales Executive,9.7,4,6.2,8.7,2.9,6.1,12.1,9.6,Onsite,Medium
47,Female,Software Engineer,7.9,6,7.2,10.0,2.0,0.5,5.4,10.0,Remote,Low
34,Female,Customer Support,7.0,4,6.5,10.0,1.0,0.0,3.2,10.0,Remote,Low
55,Male,Software Engineer,9.0,1,5.4,8.2,2.2,4.0,16.9,9.7,Remote,Low
30,Female,Data Analyst,7.0,3,8.6,9.6,1.9,0.0,6.2,10.0,Remote,Low
36,Female,Marketing Executive,6.1,1,8.2,10.0,1.0,0.0,6.6,10.0,Hybrid,Low
49,Female,HR Specialist,9.1,8,7.0,8.4,4.9,3.9,20.1,8.9,Hybrid,Medium
37,Female,Designer,7.2,4,8.8,10.0,1.0,0.0,3.3,10.0,Onsite,Low
32,Male,Customer Support,10.4,2,5.2,7.8,2.8,6.8,9.4,8.9,Onsite,High
31,Female,Data Analyst,8.3,2,8.0,10.0,1.0,0.0,8.2,10.0,Hybrid,Medium
40,Male,Operations Manager,10.1,5,5.5,,4.2,6.2,4.2,7.7,Onsite,High
59,Female,Product Manager,8.2,3,8.6,9.3,1.0,0.0,33.4,10.0,Hybrid,Low
38,Male,Product Manager,9.8,1,8.0,7.7,1.0,1.6,7.8,8.8,Onsite,Low
53,Female,Finance Analyst,8.9,2,9.0,9.2,1.7,3.3,8.8,10.0,Remote,Low
51,Female,Data Analyst,8.3,2,8.1,8.1,1.0,0.8,11.2,9.8,Onsite,Low
31,Female,Product Manager,8.7,6,7.4,9.1,3.3,1.5,8.7,9.1,Hybrid,Medium
49,Male,Customer Support,5.7,2,7.4,10.0,1.0,0.0,14.0,10.0,Remote,Low
55,Male,Customer Support,7.7,3,8.0,10.0,1.0,0.0,8.6,10.0,Remote,Low
54,Female,Operations Manager,7.5,1,8.8,9.7,1.0,0.0,25.2,10.0,Remote,Medium
29,Male,HR Specialist,6.9,1,8.3,10.0,1.0,0.0,2.6,10.0,Remote,Low
48,Female,Marketing Executive,9.9,2,5.9,7.6,4.8,5.6,7.9,8.7,Remote,High
47,Male,Sales Executive,10.0,6,7.1,5.3,5.8,7.5,11.4,7.9,Hybrid,High
33,Female,Software Engineer,8.0,5,6.0,8.8,2.0,2.9,6.1,9.1,Remote,High
52,Male,Software Engineer,8.5,4,7.0,10.0,1.5,0.0,22.8,10.0,Hybrid,Low
23,Male,Sales Executive,9.9,4,5.4,7.2,5.4,5.3,1.3,10.0,Hybrid,High
51,Male,Data Analyst,8.4,2,8.3,8.9,1.0,0.9,22.2,10.0,Remote,Low
45,Male,Data Analyst,9.0,1,6.8,9.2,1.3,2.9,12.5,10.0,Hybrid,Low
36,Female,Product Manager,7.6,1,8.0,10.0,1.0,0.0,7.7,10.0,Onsite,Low
39,Male,Finance Analyst,8.5,3,9.0,,1.0,0.0,7.9,9.4,Onsite,Low
41,Male,Sales Executive,7.7,6,9.5,10.0,1.0,0.0,8.3,10.0,Remote,Low
37,Female,Marketing Executive,8.8,3,8.3,10.0,1.0,0.0,3.3,9.9,Remote,Low
23,Male,Marketing Executive,4.8,2,8.4,9.8,1.0,0.0,0.4,10.0,Remote,Low
26,Female,Marketing Executive,6.4,2,8.1,9.1,1.0,0.0,1.6,10.0,Remote,Low
43,Female,Sales Executive,11.6,2,6.8,5.1,2.7,8.7,13.1,7.9,Remote,Medium
46,Male,HR Specialist,6.9,2,8.5,10.0,2.4,0.0,8.2,9.3,Hybrid,Low
34,Male,Data Analyst,10.4,3,5.6,6.7,2.5,7.4,3.7,8.6,Remote,High
50,Male,HR Specialist,5.7,1,7.5,8.2,1.0,0.0,13.2,8.2,Hybrid,Low
32,Female,Data Analyst,8.1,1,8.0,10.0,1.0,0.0,9.8,10.0,Remote,Low
51,Male,Sales Executive,5.7,2,7.9,9.0,1.0,0.0,22.1,9.9,Remote,Medium
56,Female,HR Specialist,6.1,5,8.5,9.5,2.9,0.0,9.5,9.3,Onsite,Medium
27,Female,Product Manager,8.9,6,8.6,6.5,4.9,3.0,2.9,8.2,Onsite,High
41,Male,Marketing Executive,7.5,3,9.5,10.0,1.0,0.0,17.7,10.0,Hybrid,Low
34,Male,Operations Manager,7.5,2,7.9,,1.0,0.0,9.7,10.0,Onsite,Low
50,Male,Customer Support,6.8,4,7.3,10.0,1.1,0.0,8.8,10.0,Remote,Low
21,Male,Customer Support,7.7,2,8.4,8.4,1.0,0.0,0.0,9.0,Hybrid,Low
24,Male,Operations Manager,8.7,4,7.2,8.6,2.2,1.6,1.2,8.2,Onsite,Low
59,Male,Sales Executive,9.0,2,6.3,8.5,1.7,3.1,22.7,9.6,Remote,Medium
29,Male,Marketing Executive,10.6,3,4.8,6.9,5.6,11.4,1.7,7.1,Hybrid,High
54,Male,Product Manager,10.5,1,7.3,8.7,2.7,4.4,24.7,10.0,Remote,Medium
30,Female,Marketing Executive,9.5,3,8.2,8.4,1.0,3.5,3.6,9.0,Hybrid,Medium
24,Male,Finance Analyst,5.7,3,7.3,10.0,1.0,0.0,2.0,10.0,Hybrid,Low
59,Female,HR Specialist,10.2,1,6.4,5.0,3.1,6.1,23.5,7.8,Onsite,Medium
49,Female,Finance Analyst,7.0,2,8.7,10.0,1.0,0.0,9.7,10.0,Onsite,Low
59,Male,Marketing Executive,9.1,5,7.1,7.1,1.0,1.9,21.7,8.1,Remote,Low
49,Female,Software Engineer,9.7,2,6.6,8.9,1.7,3.6,18.5,8.6,Hybrid,Low
45,Male,Marketing Executive,8.2,3,9.0,8.1,1.0,0.7,17.0,7.9,Onsite,Low
59,Female,Operations Manager,5.4,4,9.0,10.0,1.0,0.0,28.6,10.0,Remote,Low
48,Other,Data Analyst,4.9,1,7.3,10.0,1.0,0.0,19.1,10.0,Onsite,Low
21,Female,Operations Manager,7.4,2,8.7,9.6,1.0,0.2,0.0,10.0,Remote,Low
38,Female,Product Manager,9.0,2,6.7,10.0,1.0,1.9,12.0,10.0,Remote,Low
57,Male,Finance Analyst,7.5,4,7.2,10.0,1.3,0.0,16.6,10.0,Onsite,Low
45,Female,Customer Support,9.7,1,5.9,8.2,2.1,3.9,14.3,10.0,Hybrid,Low
46,Male,Operations Manager,8.4,2,7.9,9.7,1.0,0.0,11.9,9.5,Onsite,Low
49,Female,Product Manager,9.8,3,8.5,6.9,2.5,2.7,23.3,7.2,Hybrid,Medium
52,Male,Designer,8.1,1,,9.4,1.1,0.0,7.7,10.0,Remote,Low
30,Male,Software Engineer,7.1,4,8.2,9.5,1.0,0.0,5.9,10.0,Onsite,Low
55,Male,Data Analyst,7.2,2,7.3,9.8,2.3,0.0,17.9,9.7,Onsite,Low
45,Male,HR Specialist,8.7,4,7.1,10.0,2.7,2.3,20.7,8.0,Remote,Medium
43,Female,Designer,9.3,3,6.3,9.6,1.2,0.7,6.3,10.0,Remote,Low
23,Female,Finance Analyst,7.6,1,8.6,10.0,1.0,0.0,1.0,10.0,Remote,Low
52,Female,Sales Executive,7.4,2,7.2,10.0,1.0,0.0,7.5,10.0,Onsite,Low
30,Male,Sales Executive,5.4,4,9.5,9.9,1.0,0.0,2.6,10.0,Onsite,Low
43,Female,Data Analyst,5.1,8,7.0,10.0,2.7,0.0,15.3,10.0,Onsite,Medium
23,Female,Operations Manager,10.2,6,8.0,6.7,2.4,5.0,0.9,7.0,Onsite,Medium
33,Female,Data Analyst,8.9,2,7.2,9.2,1.8,1.1,8.2,10.0,Remote,Low
44,Female,Software Engineer,6.3,4,9.5,8.8,1.0,0.0,6.5,9.0,Onsite,Medium
51,Female,Customer Support,7.4,4,9.3,8.8,1.0,0.0,26.4,9.4,Onsite,Low
53,Other,Marketing Executive,10.1,3,6.7,8.0,3.4,6.4,12.2,10.0,Onsite,Medium
23,Male,Finance Analyst,7.8,1,7.9,10.0,1.8,0.8,1.3,8.8,Onsite,Medium
40,Female,Data Analyst,12.2,2,5.5,3.1,4.0,10.4,10.2,7.0,Onsite,High
36,Male,Data Analyst,6.0,1,9.4,10.0,1.0,0.0,12.9,9.7,Onsite,Low
22,Female,Product Manager,8.1,6,7.7,10.0,2.0,0.4,0.7,9.5,Remote,Low
55,Female,Designer,7.7,3,8.1,10.0,1.0,0.0,25.3,9.6,Remote,Low
28,Female,Software Engineer,10.8,3,6.2,6.2,3.8,5.8,4.8,7.3,Remote,High
22,Female,Customer Support,11.3,4,4.2,5.3,6.9,9.0,0.8,6.6,Onsite,High
45,Female,Customer Support,12.4,5,3.9,3.6,5.3,10.2,14.1,6.8,Remote,High
43,Male,Operations Manager,5.9,3,9.0,10.0,1.6,0.0,13.4,8.9,Onsite,Low
32,Male,Finance Analyst,7.5,5,8.2,8.1,1.0,0.0,8.0,8.4,Onsite,Low
22,Male,Software Engineer,11.1,2,5.0,5.4,2.1,5.1,0.6,7.8,Hybrid,Medium
39,Male,Sales Executive,8.3,2,8.7,9.8,1.0,0.0,8.2,10.0,Hybrid,Low
34,Female,Sales Executive,7.1,4,7.7,8.8,1.0,0.0,6.5,10.0,Remote,Low
57,Female,Marketing Executive,8.8,2,6.9,7.9,1.0,2.1,15.5,8.9,Onsite,Medium
43,Male,Customer Support,8.6,1,8.9,9.0,1.0,0.2,16.7,10.0,Remote,Low
57,Female,HR Specialist,8.8,3,4.4,10.0,2.9,3.6,19.5,9.1,Hybrid,Medium
41,Female,Finance Analyst,9.4,1,7.2,9.5,1.0,2.5,11.4,10.0,Hybrid,Low
49,Female,Data Analyst,5.7,1,9.5,10.0,1.0,0.0,10.9,10.0,Remote,Low
42,Male,HR Specialist,7.9,3,8.4,10.0,2.4,0.0,14.1,9.0,Hybrid,Medium
24,Female,Software Engineer,7.8,4,7.7,8.4,1.0,0.0,1.5,10.0,Onsite,Low
55,Male,Customer Support,6.8,3,7.4,10.0,1.0,0.0,10.2,10.0,Hybrid,Low
33,Female,Designer,6.2,5,8.8,10.0,1.5,0.0,2.4,8.8,Remote,Low
30,Female,Data Analyst,8.4,5,8.2,9.1,1.8,0.0,5.6,9.3,Remote,Low
21,Female,Finance Analyst,10.8,1,5.7,6.0,3.9,7.5,0.0,10.0,Remote,High
35,Male,Designer,8.8,3,7.5,8.9,1.3,2.4,4.9,8.7,Remote,Low
53,Female,Marketing Executive,10.3,2,6.7,6.1,1.9,3.6,24.6,9.7,Remote,Medium
53,Male,Operations Manager,8.6,3,7.7,10.0,1.0,0.0,28.3,10.0,Hybrid,Low
30,Male,Marketing Executive,4.0,1,9.5,10.0,1.0,0.0,4.1,9.3,Hybrid,Low
48,Male,Designer,8.4,3,8.1,9.4,1.0,1.8,7.8,10.0,Remote,Low
32,Male,Designer,9.8,1,7.5,8.0,1.0,3.2,7.6,8.6,Onsite,Medium
32,Female,Software Engineer,8.8,3,7.6,10.0,1.0,0.0,8.1,10.0,Hybrid,Low
29,Female,Software Engineer,8.0,1,8.4,10.0,1.9,0.4,3.9,9.9,Remote,Low
42,Male,Designer,7.4,1,8.1,10.0,1.0,0.0,8.5,10.0,Hybrid,Low
38,Male,Designer,8.1,3,8.8,9.7,1.0,0.0,13.9,10.0,Hybrid,Medium
53,Female,Designer,9.3,3,7.3,7.7,2.1,4.0,12.9,9.8,Remote,High
37,Male,Designer,9.7,1,7.7,6.4,1.0,5.5,6.2,9.6,Onsite,Medium
50,Female,Marketing Executive,9.5,3,7.2,6.4,3.0,6.1,14.4,8.3,Onsite,Medium
34,Female,Data Analyst,7.8,2,6.6,10.0,2.1,2.9,8.0,10.0,Remote,Medium
52,Male,Data Analyst,11.3,4,6.4,4.2,4.7,10.0,26.1,7.1,Onsite,High
35,Male,Operations Manager,10.6,3,6.0,5.3,3.1,7.9,10.6,9.1,Remote,High
32,Female,Customer Support,8.5,1,8.6,10.0,1.0,1.3,7.6,10.0,Remote,Low
23,Male,Finance Analyst,10.2,3,8.1,7.4,1.2,4.0,0.5,8.8,Remote,Low
47,Male,Software Engineer,9.3,3,4.4,6.3,4.1,7.6,9.6,8.5,Remote,High
42,Female,Finance Analyst,8.2,1,8.1,9.6,1.6,0.0,6.2,10.0,Onsite,Low
22,Male,Sales Executive,7.1,1,8.2,8.0,1.0,0.0,0.7,9.6,Onsite,Low
30,Male,Data Analyst,8.6,1,6.9,8.9,1.5,2.7,3.8,9.6,Onsite,Medium
38,Female,Data Analyst,10.6,1,4.5,6.4,1.9,8.7,12.7,7.9,Onsite,High
56,Female,Software Engineer,7.8,2,9.5,9.9,1.0,0.3,30.6,9.9,Hybrid,Low
29,Female,Finance Analyst,10.8,2,5.4,5.7,2.9,8.3,4.7,9.1,Remote,High
39,Female,Software Engineer,8.2,2,7.0,10.0,1.0,0.0,4.8,10.0,Hybrid,Low
46,Male,Sales Executive,10.4,4,7.4,5.5,4.2,6.4,8.1,6.8,Onsite,Medium
25,Male,HR Specialist,8.4,2,7.2,9.1,1.0,0.0,2.8,10.0,Onsite,Low
28,Female,Marketing Executive,9.2,2,7.0,8.4,2.0,3.7,1.4,10.0,Remote,Medium
53,Male,Operations Manager,9.8,1,6.1,4.8,1.9,7.4,19.3,7.8,Hybrid,Medium
58,Male,Marketing Executive,6.3,1,7.5,9.3,1.0,0.0,9.9,10.0,Onsite,Low
54,Female,HR Specialist,7.8,6,7.8,10.0,3.5,1.2,11.4,8.1,Onsite,Low
42,Female,Data Analyst,8.2,2,8.9,10.0,1.0,0.0,7.1,9.9,Hybrid,Low
44,Male,HR Specialist,11.3,4,6.0,6.5,1.6,4.8,6.7,7.9,Onsite,Medium
28,Other,Product Manager,11.0,4,5.8,8.0,3.7,8.6,4.4,7.8,Onsite,High
37,Male,Designer,9.5,3,6.5,9.2,1.9,3.2,10.3,10.0,Remote,Medium
38,Female,Finance Analyst,8.4,3,8.6,7.6,1.8,3.5,6.5,8.5,Onsite,Low
27,Male,Designer,11.0,1,6.2,9.0,2.3,5.3,4.2,10.0,Remote,Medium
42,Male,Product Manager,8.2,4,8.6,9.1,2.8,0.1,10.0,10.0,Remote,Low
55,Female,Designer,7.2,3,9.5,7.2,1.0,0.0,28.9,10.0,Hybrid,Low
53,Female,Designer,7.0,1,8.2,10.0,1.0,0.0,22.4,10.0,Onsite,Low
58,Male,Operations Manager,8.0,1,8.8,9.8,1.0,0.7,24.2,10.0,Onsite,Low
55,Female,Marketing Executive,5.3,1,8.7,10.0,1.2,0.0,19.4,10.0,Remote,Low
43,Female,Marketing Executive,10.7,3,6.0,6.0,4.6,7.0,15.0,7.5,Remote,High
54,Female,Sales Executive,7.8,4,7.0,10.0,2.0,0.4,28.6,10.0,Onsite,Low
32,Female,Product Manager,7.0,3,9.5,10.0,1.0,0.0,5.4,9.8,Onsite,Low
25,Male,Sales Executive,7.4,3,6.6,10.0,1.0,0.0,2.5,10.0,Remote,Medium
54,Female,Designer,10.4,2,4.8,6.4,2.5,9.5,10.6,9.3,Onsite,Medium
43,Male,Product Manager,10.1,2,6.0,5.8,2.8,6.3,7.6,9.5,Hybrid,High
42,Female,Operations Manager,9.1,5,7.5,7.1,2.8,1.2,12.3,8.8,Hybrid,Medium
43,Male,Software Engineer,6.3,2,8.0,10.0,1.0,0.0,12.2,10.0,Remote,Low
23,Female,Software Engineer,12.3,2,5.3,5.0,4.0,10.1,0.7,8.1,Hybrid,High
38,Male,Marketing Executive,9.9,4,7.2,7.9,4.3,4.4,4.1,9.5,Remote,Medium
54,Male,Operations Manager,8.1,4,9.3,8.1,1.0,1.3,24.9,10.0,Hybrid,Low
33,Male,Operations Manager,8.6,4,6.1,9.1,1.0,1.6,7.1,10.0,Remote,Low
25,Male,Finance Analyst,9.8,3,5.6,6.0,3.8,4.9,1.0,8.1,Remote,High
53,Female,Customer Support,8.0,3,6.7,10.0,1.0,0.0,28.1,10.0,Remote,Low
55,Male,HR Specialist,7.2,5,7.2,10.0,1.0,0.0,25.3,10.0,Onsite,Low
31,Male,Finance Analyst,8.8,2,6.7,10.0,2.8,4.2,3.1,10.0,Onsite,Low
41,Female,Operations Manager,6.1,4,7.8,8.8,3.9,0.0,9.9,8.7,Onsite,Low
50,Male,Data Analyst,9.3,5,6.3,7.6,4.5,0.9,10.4,8.1,Onsite,Medium
45,Female,Customer Support,6.1,2,7.3,8.8,1.0,0.0,20.9,10.0,Remote,Low
21,Male,Software Engineer,8.7,3,5.8,6.9,4.6,5.4,0.0,9.3,Hybrid,High
47,Other,Customer Support,7.0,1,9.5,10.0,1.0,0.0,18.1,10.0,Remote,Low
32,Male,Data Analyst,9.5,3,6.9,8.1,1.0,4.3,3.6,9.2,Onsite,Medium
51,Female,Operations Manager,5.8,2,9.2,9.0,1.0,0.0,14.0,8.1,Remote,Medium
59,Female,Marketing Executive,10.6,4,6.0,6.4,3.7,7.0,25.0,9.4,Onsite,High
27,Male,Operations Manager,10.4,3,7.5,6.7,1.5,3.8,3.9,,Hybrid,Medium
27,Male,Finance Analyst,9.0,1,7.0,10.0,3.1,1.3,1.3,9.2,Remote,Low
38,Female,Data Analyst,4.0,5,8.3,10.0,1.0,0.0,5.7,8.9,Remote,Low
54,Male,Data Analyst,8.0,4,7.5,9.3,1.0,0.6,20.5,10.0,Onsite,Medium
26,Female,Customer Support,11.5,1,5.0,6.0,5.8,11.3,1.6,6.1,Onsite,High
55,Female,Customer Support,7.7,1,7.9,9.7,1.0,1.2,14.9,10.0,Remote,Low
26,Female,Product Manager,8.9,3,6.3,6.1,2.9,5.0,2.7,8.5,Onsite,Medium
36,Male,Product Manager,6.8,3,9.0,10.0,1.4,0.0,6.7,9.7,Remote,Low
37,Female,Operations Manager,11.0,2,5.3,6.4,4.0,8.1,14.3,8.6,Hybrid,High
51,Female,Marketing Executive,9.6,4,5.3,5.4,3.5,8.5,12.1,8.0,Remote,High
47,Male,Finance Analyst,7.9,3,8.3,9.0,1.0,0.0,14.4,9.8,Remote,Low
53,Male,HR Specialist,8.2,1,6.8,8.8,2.5,2.7,19.9,9.5,Hybrid,Low
40,Female,Marketing Executive,6.9,3,9.3,10.0,1.0,0.0,17.1,10.0,Remote,Low
51,Male,HR Specialist,13.3,8,5.2,3.3,6.4,10.6,8.4,5.7,Hybrid,High
23,Male,Data Analyst,5.8,3,7.2,9.8,2.4,0.0,0.6,10.0,Remote,Low
53,Male,Finance Analyst,10.6,1,6.6,4.7,3.4,5.7,9.3,6.0,Onsite,Medium
51,Male,Software Engineer,7.5,4,7.9,9.2,1.6,0.0,16.7,9.8,Onsite,Low
34,Female,Software Engineer,7.5,2,8.3,8.3,1.0,0.0,3.1,9.3,Onsite,Medium
42,Male,Marketing Executive,6.9,2,7.5,9.0,1.0,0.0,18.7,10.0,Onsite,Low
55,Female,Operations Manager,6.7,4,8.5,10.0,1.2,0.0,13.9,10.0,Remote,Low
39,Male,Software Engineer,8.8,1,7.9,7.5,1.0,0.9,11.1,8.1,Hybrid,Medium
48,Male,Sales Executive,8.8,4,5.7,8.5,2.6,3.1,21.8,9.2,Onsite,Medium
57,Male,Designer,5.6,3,8.3,9.6,1.8,0.0,7.4,10.0,Remote,Low
36,Female,Sales Executive,7.5,7,8.4,9.0,2.3,0.5,10.6,10.0,Hybrid,Low
28,Male,HR Specialist,7.5,4,8.4,8.3,1.0,0.0,3.7,10.0,Hybrid,Low
32,Male,Software Engineer,9.7,2,8.2,10.0,1.0,0.6,4.1,10.0,Onsite,Low
49,Male,Marketing Executive,7.3,3,7.6,10.0,1.0,0.0,21.5,10.0,Onsite,Low
35,Male,Product Manager,9.6,2,8.1,7.2,1.5,1.7,9.4,10.0,Onsite,Medium
54,Male,Finance Analyst,9.4,5,6.1,6.9,5.6,6.7,25.7,6.8,Remote,High
50,Male,Data Analyst,9.1,3,5.5,5.1,4.5,5.9,15.4,6.0,Remote,High
39,Female,Sales Executive,8.7,1,6.1,8.4,1.0,2.0,9.1,10.0,Onsite,Low
24,Female,Finance Analyst,7.1,4,9.0,10.0,1.0,0.2,0.7,10.0,Remote,Low
33,Female,HR Specialist,6.2,5,9.3,10.0,1.0,0.0,4.4,10.0,Hybrid,Low
38,Male,Data Analyst,5.8,1,7.7,10.0,1.0,0.0,5.5,10.0,Onsite,Low
24,Female,Finance Analyst,7.9,4,7.8,9.4,1.0,0.0,2.2,9.9,Remote,Low
28,Female,Operations Manager,9.3,1,6.8,6.0,1.0,4.2,2.1,8.8,Remote,High
59,Male,Data Analyst,11.4,1,5.5,3.6,2.7,9.9,33.6,7.5,Onsite,High
41,Female,Product Manager,8.7,2,6.6,10.0,3.1,1.5,15.5,9.4,Hybrid,Medium
57,Female,Data Analyst,6.9,2,8.9,10.0,1.0,0.0,30.5,10.0,Onsite,Low
57,Female,HR Specialist,8.4,6,7.5,10.0,3.3,2.4,15.8,8.8,Hybrid,Medium
43,Male,Finance Analyst,8.2,2,9.3,5.8,1.0,0.7,8.8,10.0,Hybrid,Low
49,Female,Data Analyst,10.7,4,5.3,4.0,5.5,9.3,10.0,6.1,Remote,High
34,Male,HR Specialist,11.1,1,7.9,6.4,2.6,3.8,11.7,7.7,Hybrid,Medium
33,Female,HR Specialist,6.1,2,7.8,10.0,1.0,0.0,4.4,9.8,Hybrid,Low
25,Male,Designer,8.3,1,7.7,9.3,1.1,1.5,1.6,10.0,Hybrid,Medium
47,Male,Finance Analyst,10.1,1,7.3,6.5,4.4,6.5,9.9,7.2,Hybrid,High
47,Male,Data Analyst,9.4,2,,7.2,2.2,4.2,12.3,7.3,Onsite,Medium
33,Female,HR Specialist,10.1,4,6.1,9.4,2.3,4.1,10.8,10.0,Hybrid,Medium
32,Male,Data Analyst,13.8,1,5.9,2.7,1.3,11.4,7.2,8.2,Remote,High
27,Male,Customer Support,7.7,2,7.2,10.0,2.2,0.0,4.4,10.0,Onsite,Low
31,Male,Sales Executive,7.5,3,7.5,7.3,2.3,3.1,4.2,5.9,Hybrid,Medium
22,Other,Finance Analyst,9.2,6,8.4,7.9,1.0,1.9,0.5,8.7,Onsite,Medium
24,Female,Data Analyst,4.4,3,8.0,9.8,1.0,0.0,1.2,10.0,Remote,Low
56,Female,Software Engineer,9.1,5,7.2,8.9,4.1,4.3,9.7,8.9,Onsite,Medium
45,Female,Operations Manager,5.9,4,9.1,9.3,2.7,0.0,20.6,9.3,Remote,Low
51,Male,Designer,6.7,4,7.7,10.0,1.0,0.0,21.7,9.4,Onsite,Low
45,Male,Data Analyst,7.3,2,8.6,10.0,1.0,0.0,17.4,9.1,Onsite,Low
36,Male,Product Manager,8.1,2,6.8,10.0,1.0,0.0,11.1,10.0,Remote,Low
34,Female,Data Analyst,6.6,1,6.2,10.0,1.0,0.0,10.8,10.0,Remote,Low
58,Female,Customer Support,10.3,2,6.2,7.4,1.6,6.3,29.8,10.0,Remote,Medium
39,Male,Marketing Executive,9.4,5,6.9,7.5,4.7,5.1,13.7,7.5,Onsite,Medium
59,Other,Customer Support,9.4,7,6.9,8.6,3.4,2.8,11.0,9.4,Remote,Medium
55,Female,Finance Analyst,6.0,1,7.5,10.0,1.0,0.0,9.0,10.0,Remote,Low
29,Male,Data Analyst,10.7,3,4.4,6.6,5.6,7.0,3.6,6.4,Hybrid,High
44,Female,Software Engineer,10.1,1,7.6,7.3,1.3,3.8,9.6,8.1,Onsite,Medium
38,Male,Finance Analyst,6.6,3,7.2,9.1,2.0,0.0,6.0,10.0,Onsite,Medium
52,Female,Designer,7.6,3,7.9,9.4,1.0,0.4,10.3,10.0,Onsite,Low
58,Male,Customer Support,7.3,1,8.9,8.7,1.0,0.0,17.3,10.0,Hybrid,Low
36,Female,Finance Analyst,10.8,2,6.7,6.6,1.0,5.8,12.3,9.0,Onsite,Medium
55,Male,Product Manager,8.5,1,5.7,10.0,1.0,2.3,10.2,9.4,Remote,Medium
34,Male,Finance Analyst,8.3,1,7.4,9.5,2.9,1.1,9.6,8.4,Remote,Medium
27,Female,Product Manager,6.8,4,9.4,9.2,1.0,0.0,4.2,9.5,Onsite,Low
36,Female,HR Specialist,7.4,1,7.9,8.6,1.0,0.0,8.7,9.7,Remote,Low
22,Female,Finance Analyst,8.9,2,7.4,9.6,1.0,3.5,0.2,10.0,Onsite,Low
26,Male,HR Specialist,8.9,5,8.1,9.3,2.5,4.7,3.7,10.0,Remote,Low
28,Male,Product Manager,9.0,2,8.5,8.6,1.3,3.3,4.6,10.0,Remote,Low
26,Female,Finance Analyst,9.3,3,6.8,8.4,2.7,0.9,3.1,7.2,Onsite,Low
26,Male,Customer Support,7.1,3,7.8,10.0,1.0,0.0,2.6,9.8,Onsite,Low
